Unnamed: 0,labels,headline,__index_level_0__
8815,0,"financial planners suggest spending one evening each week ripping apart walls, floorboards in search for cash",552
3936,2,casual friday claims lives of 13 nuclear-waste-disposal technicians,9631
6055,2,bruce springsteen on fence about playing assad's birthday gig,10462
4689,1,girlfriend talks through whole goddamn commercial,3144
11499,1,toddler just looking for sensible mid-range tricycle,6917
2683,0,custody battle sparks couple's first-ever interest in child,2056
2451,2,pope francis worried about job security after butting heads with new god,1925
63,2,obama finally tells rambling tom vilsack to shut the fuck up during cabinet meeting,634
9981,1,area power walker looks just ridiculous,6082
1013,0,"22-year-old broke, homeless 10 days after taking control of own finances",8508
11777,2,nation allows itself 5 minutes to believe this all going to be over soon,12647
13226,1,"fourth-grader's world war ii project vastly oversimplifies importance of air combat, uncle reports",13201
1296,2,"world covers ears, chants loudly as epa releases ozone-depletion statistics",8619
9423,2,national trust for historic preservation raises millions to demolish trump's boyhood home,11716
6170,2,"hopes, dreams crushed by panel of d-list celebrities",105
4496,2,kellyanne conway decides to lie low until rule of law dies down,3041
5795,2,california officials assure residents there still plenty of other natural resources to waste,10361
2066,1,choking man can already tell good samaritan has no fucking clue what they're doing,1709
12852,0,blotting of ken olin from human memory delayed several years,89
11664,2,"bearded, keffiyeh-clad jared kushner avoids conflict of interest by joining saudi royal family",7014
5980,2,cable-tv judge overruled by network-tv judge,10433
4746,0,"lost cat, dog on journey die immediately",3174
583,0,scientist has nagging feeling he left particle accelerator on,917
13118,1,video game blacksmith struggling to compete with random chests full of free armor all over kingdom,7833
11198,1,girlfriend really has mind of its own today,6732
2503,1,15-year-old girl viciously torn apart by rabid pack of peers,1949
7618,0,teacher wishes she could inspire one of the more popular students,11040
10523,1,coworker with two computer screens not fucking around,6368
3523,1,nation ready for its din din,1
13467,1,mariachi band has no idea your mother just died,8032
9921,0,"mom sends blurry, indistinct photo of computer screen showing boots you might like",6047
2593,1,man psyches self out during selection of ice-cream flavor,9127
11586,0,historians uncover lost socrates dialogues where he just gave up and started screaming that opponent a fucking brainwashed shill,12568
3903,1,local burger feels especially disgusting today,2720
1696,1,audiobook narrator really going for broke with cajun accent,8783
2220,0,mexican program aims to reach drug lords before they get caught up in cartels,13375
4641,2,jay-z vows not to lose touch with millionaire roots on gritty throwback track about buying first yacht,3117
7855,0,febreze releases new air horn for covering up unpleasant bathroom sounds,11128
12488,2,man surprised to hear himself tell matt damon he's a 'big fan',12912
6493,2,cosmopolitan releases 5 sexy helen gurley brown obituaries to drive your man wild,10640
4287,1,"'you deserve better than the person you're dating,' reports little voice in back of mind",9768
5858,0,revolutionary new alarm clock for the deaf uses no hammers,3762
10155,2,"'this will be the end of trump's campaign,' says increasingly nervous man for seventh time this year",213
337,1,grandma excited to show off new beach sweater,778
5343,0,"new study finds link between breastfeeding, always knowing what's right for everyone",3496
10210,0,9-pound infant barrels way down birth canal,12030
2663,1,frustrated employee no longer even trying to hide gre study books,2043
2048,1,sad man tears 2 bananas off larger bunch,8920
8789,2,"last-ditch climate change report provides locations of weapons, current whereabouts of oil executives",5420
10094,0,man filming childbirth picks up some b-roll of wife's vagina while waiting for baby to crown,6154
4262,2,hillary clinton opens new presidential library charting course of purely theoretical tenure as commander in chief,9759
604,1,kinky recessive gene loves being dominated,8357
9842,1,"worthless dog can't talk, drive, solve crimes",11885
5417,2,saddam hussein presents suicide bomber's family with oversized check,10205
889,0,icy cave at peak of andes mountains now sole remaining place on earth where you can escape this,8465
6603,1,wrinkle-free pants didn't think they'd be tested quite this much,4167
7413,0,israeli high-school students hoping suicide bombing postpones exam,10960
5897,0,dunkin' donuts introduces new girl scout-flavored coffee,3788
1206,1,couple takes first steps toward divorce,8586
1066,0,proposed legislation offers citizenship to immigrants who can play piano so good it makes everyone cry,583
11046,1,panicking flu swears it didn't mean to kill old lady,13511
10990,2,"dildo manufacturers association: nation must return to normalcy, purchase dildos",13611
8713,1,woman feels guilty after switching brands,116
11050,0,'97 neons to come in three hideous new colors,6644
10873,1,bible study group preparing for bible aptitude test,12311
3511,0,national weather service releases composite sketch of tornado it believes ravaged midwest,13565
13582,0,staffer investigating puddle of slime on floor looks up to discover coworker cocooned in bannon ooze,13319
10641,2,barnes & noble staffers mock orson scott card crowd from back of room,12213
1500,2,nation's beekeepers warn they don't know how much longer they can hold back swarms' wrath,8712
2167,1,5-year-old wants to be overworked haitian nanny when he grows up,1763
2382,2,al franken tearfully announces intention to step down from role as harasser of women,1875
8918,1,"lone, weak bystander targeted by pack of female friends who want their picture taken",11536
6016,2,"kool-aid, hi-c make backroom deal to destroy tang",10445
4841,2,bush campaign paints kerry as pre-raphaelite contessa,3224
6253,2,class clown has nothing on wilmot proviso,526
12928,0,author accepts award on ghostwriters' behalf,7725
4335,1,area man gets in one last night of sex before breakup,2946
7118,2,9-foot-tall bernie sanders greets supporters after session with posture coach,4473
9218,2,sweating obama admits drone strikes have been happening on their own,5655
1963,0,'me decade' celebrates 35th year,8884
9944,1,disheartened man expected at least one text while checking phone after flight,6059
666,1,lack of sexual tension with coworker almost unbearable,959
10466,0,vatican unveils new rosary for windows,6342
5605,0,group of fifth-grade boys discover pile of naked ladies discarded in woods,3633
828,1,man holding giant turkey leg never been more captivating in entire life,1050
1695,1,man not accepting any more television recommendations at this time,8782
1499,2,kanye west announces his new name is tim,8711
5124,0,archivists unearth rare early career paul newman salsa,3380
5693,0,bus-stop ad has more legal protections than average citizen,3676
9417,0,stuff on floor,5776
12190,0,"'t. rex may be smaller than previously thought,' report 50-foot-tall researchers",12797
10920,0,nostalgic scientists rediscover polio vaccine,6573
8349,1,everyone in family compliments grandmother on how small and feeble she's gotten,5179
1880,1,open-minded man tries to get news from variety of facebook friends,1607
5555,1,family chooses different dog than reincarnated grandfather,3610
13552,2,"trump boys leave $5 bill, candy bar under propped-up laundry basket in effort to catch op-ed writer",13305
11032,1,guy's entire job just asking people if they have time for a quick chat,6635
6804,2,new hampshire passes law forcing old people to watch gays marry,13630
4875,2,biden clenches plastic beer cup in teeth to free hands for clapping,10001
356,1,negative parent-teacher conference not exactly eye-opening for area mother,791
2207,0,sole survivor of air crash has asia's 'sole survivor' stuck in head,8984
